price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip
497000.0,3.0,2.25,0.09567198177676539,0.00296112073622832,2.0,0,0,3,0.13938053097345132,0.0,105,0,Issaquah,WA 98029
470000.0,3.0,2.0,0.10326499620349278,0.03562473220440023,1.0,0,0,3,0.15044247787610618,0.0,97,0,Maple Valley,WA 98038
210000.0,2.0,2.0,0.09946848899012908,0.004767227407366009,2.0,0,0,4,0.14491150442477876,0.0,10,0,Auburn,WA 98002
398000.0,2.0,1.0,0.016704631738800303,0.009600588684588015,1.5,0,0,3,0.02433628318584071,0.0,83,6,Black Diamond,WA 98010
419000.0,3.0,1.5,0.09111617312072892,0.005646528437564038,1.0,0,0,4,0.1327433628318584,0.0,56,0,Bellevue,WA 98007
190000.0,1.0,0.75,0.0425208807896735,0.026658469792656347,1.0,0,0,3,0.06194690265486725,0.0,41,5,Seattle,WA 98178
735000.0,3.0,2.25,0.08504176157934701,0.0005346597365822761,2.0,0,0,3,0.07411504424778761,0.09336099585062241,111,0,Seattle,WA 98112
842500.0,4.0,2.5,0.13591495823842065,0.00434061737364705,2.5,0,0,4,0.1980088495575221,0.0,2,0,Seattle,WA 98122
335000.0,4.0,2.5,0.170083523158694,0.003859051025540714,2.0,0,0,3,0.247787610619469,0.0,109,0,Auburn,WA 98001
549000.0,2.0,2.5,0.07668944570994685,0.0002934108310512491,3.0,0,0,3,0.11172566371681414,0.0,106,0,Seattle,WA 98103
436500.0,5.0,3.0,0.20804859529233105,0.010982879710873899,1.0,0,0,3,0.1570796460176991,0.2738589211618257,77,6,Bothell,WA 98011
288400.0,3.0,2.25,0.11389521640091116,0.0024143519812217067,2.0,0,0,3,0.165929203539823,0.0,97,0,Renton,WA 98056
927000.0,4.0,2.75,0.22247532270311315,0.010667113768885413,2.0,0,0,3,0.32411504424778764,0.0,53,0,Clyde Hill,WA 98004
385000.0,4.0,1.75,0.10250569476082005,0.007556027496786453,1.0,0,0,3,0.054203539823008844,0.17842323651452283,71,0,Kirkland,WA 98034
418000.0,4.0,1.5,0.08959757023538345,0.007952830715922428,1.0,0,0,3,0.06969026548672566,0.11410788381742738,56,6,Bellevue,WA 98008
550000.0,5.0,2.0,0.15793470007593013,0.008243447158106524,1.0,0,0,4,0.09623893805309733,0.25103734439834025,0,3,Seattle,WA 98133
635000.0,3.0,2.5,0.09111617312072892,0.0007405130497960097,3.0,0,0,3,0.1327433628318584,0.0,110,0,Seattle,WA 98103
375000.0,3.0,2.5,0.11085801063022019,0.011553866502729188,2.0,0,0,3,0.16150442477876106,0.0,90,6,Maple Valley,WA 98038
550000.0,4.0,2.0,0.1427486712224753,0.006391698802138639,1.0,0,0,5,0.09181415929203537,0.21784232365145229,56,0,Bellevue,WA 98005
472000.0,6.0,2.5,0.3067577828397874,0.012477877754801692,1.0,0,2,4,0.21902654867256635,0.42738589211618255,65,0,Federal Way,WA 98003
290900.0,2.0,2.0,0.09415337889141989,0.015799474654892974,2.0,0,0,3,0.13716814159292035,0.0,30,5,Tukwila,WA 98178
555000.0,3.0,2.5,0.2034927866362946,0.14709662996702622,1.0,0,0,4,0.29646017699115046,0.0,87,0,Renton,WA 98055
280000.0,3.0,2.5,0.10250569476082005,0.0011904096574079249,2.0,0,0,3,0.1493362831858407,0.0,105,0,Renton,WA 98056
775000.0,6.0,2.75,0.19817767653758542,0.004063041412843011,1.5,0,0,3,0.23340707964601767,0.10373443983402489,16,5,Seattle,WA 98103
518000.0,3.0,2.5,0.09946848899012908,0.0013580729894372102,2.0,0,0,3,0.11172566371681414,0.06224066390041494,108,0,Seattle,WA 98117
240000.0,4.0,2.0,0.10782080485952922,0.013088917453752865,1.0,0,1,4,0.14380530973451328,0.024896265560165973,60,6,Des Moines,WA 98198
554000.0,4.0,1.0,0.056947608200455586,0.006022839471674211,1.5,0,0,3,0.0829646017699115,0.0,46,0,Seattle,WA 98177
439500.0,3.0,2.5,0.1275626423690205,0.03666703925184896,1.0,0,0,4,0.1327433628318584,0.0995850622406639,77,0,Issaquah,WA 98027
289000.0,3.0,2.0,0.09946848899012908,0.007252370573222303,1.0,0,0,3,0.14491150442477876,0.0,93,0,Enumclaw,WA 98022
356000.0,3.0,2.5,0.09263477600607442,0.00258294677620671,2.0,0,0,3,0.13495575221238937,0.0,100,0,Snoqualmie,WA 98065
2110000.0,4.0,1.0,0.1313591495823842,0.007975185826859667,1.0,0,0,3,0.0752212389380531,0.21784232365145229,59,5,Tukwila,WA 98168
150000.0,2.0,1.0,0.03948367501898254,0.006950576575569589,1.0,0,0,3,0.05752212389380531,0.0,42,5,Burien,WA 98146
396450.0,3.0,1.75,0.0888382687927107,0.01099871458112111,1.0,0,0,5,0.12942477876106193,0.0,67,0,Issaquah,WA 98027
263000.0,3.0,1.75,0.07896735003796507,0.006950576575569589,2.0,0,0,3,0.1150442477876106,0.0,85,0,Maple Valley,WA 98038
585000.0,3.0,2.5,0.11693242217160213,0.0008038525307848506,2.5,0,0,3,0.12831858407079644,0.07883817427385892,107,0,Seattle,WA 98199
455000.0,3.0,1.75,0.06150341685649203,0.012718195197377002,1.0,0,0,3,0.08960176991150443,0.0,81,6,North Bend,WA 98045
525000.0,3.0,1.75,0.09339407744874714,0.0051062799232474525,1.5,0,0,3,0.13606194690265486,0.0,24,6,Seattle,WA 98115
780000.0,4.0,1.75,0.16021260440394836,0.007970528512081075,1.0,0,0,3,0.11283185840707963,0.22614107883817428,50,6,Bellevue,WA 98004
418500.0,3.0,2.5,0.12832194381169323,0.003503232176456342,2.0,0,0,3,0.18694690265486724,0.0,107,0,Snoqualmie,WA 98065
267000.0,3.0,2.25,0.09217919514047077,0.002013822910262859,2.0,0,0,3,0.13429203539823006,0.0,112,1,Auburn,WA 98002
654950.0,4.0,2.5,0.18375094912680334,0.04216173922763092,2.0,0,0,3,0.2676991150442478,0.0,87,6,Woodinville,WA 98077
275000.0,3.0,3.0,0.0774487471526196,0.00041170662642746694,2.0,0,0,3,0.08517699115044247,0.051867219917012444,106,0,Seattle,WA 98118
499950.0,3.0,2.5,0.15186028853454822,0.011284673708526613,2.0,0,0,3,0.22123893805309733,0.0,101,0,Duvall,WA 98019
898000.0,5.0,1.5,0.17539863325740318,0.02549972987574284,1.0,0,0,4,0.11946902654867256,0.2551867219917012,63,0,Bellevue,WA 98004
322200.0,4.0,2.25,0.12452543659832954,0.017103522792898528,2.0,0,0,4,0.1814159292035398,0.0,75,0,Covington,WA 98042
349500.0,3.0,2.0,0.06833712984054671,0.0027589932748374596,1.0,0,0,3,0.0995575221238938,0.0,63,6,Seattle,WA 98122
2000000.0,5.0,4.0,0.319665907365224,0.003544216546507945,3.0,1,4,3,0.4657079646017699,0.0,104,6,Sammamish,WA 98075
536000.0,3.0,2.5,0.11617312072892938,0.00520315207064215,2.0,0,0,3,0.16924778761061945,0.0,105,0,Sammamish,WA 98075
309000.0,3.0,2.25,0.08504176157934701,0.0006110396989511728,2.0,0,0,3,0.09402654867256635,0.05601659751037344,110,0,Seattle,WA 98106
437000.0,5.0,2.0,0.13287775246772968,0.12754242813763297,1.5,0,0,3,0.19358407079646017,0.0,13,5,Vashon,WA 98070
875000.0,3.0,1.5,0.11009870918754747,0.01122226569049349,1.0,0,0,4,0.16039823008849557,0.0,52,0,Bellevue,WA 98004
809950.0,4.0,2.5,0.22095671981776766,0.005163099163546266,2.0,0,0,3,0.32190265486725667,0.0,101,0,Sammamish,WA 98074
249950.0,3.0,2.0,0.08959757023538345,0.013414929488254254,1.0,0,0,4,0.13053097345132741,0.0,58,4,Renton,WA 98059
515000.0,5.0,3.25,0.17995444191343965,0.008374783434862797,1.0,0,0,5,0.11283185840707963,0.2800829875518672,77,0,Bothell,WA 98011
860000.0,4.0,3.25,0.27258921791951407,0.005937144879748132,2.0,0,0,3,0.39712389380530977,0.0,105,0,Sammamish,WA 98075
458663.888889,2.0,1.0,0.08352315869400151,0.006053577749212914,1.0,0,0,3,0.07190265486725664,0.09336099585062241,41,5,Seattle,WA 98103
805000.0,5.0,2.5,0.3211845102505695,0.017877568509100394,1.0,0,3,3,0.21349557522123894,0.4771784232365145,56,6,Shoreline,WA 98177
425000.0,3.0,2.25,0.10782080485952922,0.008915031949179381,1.0,0,0,3,0.10176991150442477,0.10373443983402489,67,6,Woodinville,WA 98072
203000.0,3.0,1.0,0.05922551252847381,0.0060712755453715605,1.0,0,0,4,0.08628318584070796,0.0,53,5,Burien,WA 98168
481015.0,3.0,2.25,0.08959757023538345,0.004539018983215038,2.0,0,0,3,0.13053097345132741,0.0,87,6,Kirkland,WA 98033
690000.0,3.0,2.0,0.09415337889141989,0.004156187708414836,1.5,0,0,5,0.13716814159292035,0.0,40,0,Seattle,WA 98115
750000.0,4.0,2.5,0.2012148823082764,0.0063590975986885,2.0,0,0,3,0.293141592920354,0.0,104,6,Sammamish,WA 98075
367000.0,2.0,1.0,0.02505694760820046,0.0015797611728981537,1.0,0,0,3,0.036504424778761056,0.0,45,6,Seattle,WA 98117
207000.0,3.0,1.0,0.08504176157934701,0.007784235920937425,1.0,0,0,4,0.12389380530973451,0.0,54,4,Seattle,WA 98168
770000.0,4.0,2.5,0.2695520121488231,0.010969839229493844,2.0,0,0,3,0.3926991150442478,0.0,97,0,Sammamish,WA 98075
199990.0,3.0,1.0,0.0554290053151101,0.0073790495351999845,1.0,0,0,3,0.08075221238938052,0.0,61,6,Federal Way,WA 98023
427874.0,3.0,3.0,0.14958238420653,0.0040649043387544475,2.0,0,0,3,0.2179203539823009,0.0,113,2,North Bend,WA 98045
590000.0,4.0,2.5,0.2164009111617312,0.006740997410532983,1.5,0,0,4,0.31526548672566373,0.0,66,0,Bellevue,WA 98008
345000.0,3.0,2.0,0.09415337889141989,0.013382328284804115,1.0,0,0,4,0.13716814159292035,0.0,86,0,Carnation,WA 98014
678333.333333,3.0,2.5,0.11161731207289294,0.002232716704856648,1.0,0,0,3,0.06084070796460176,0.1908713692946058,26,6,Seattle,WA 98105
615000.0,2.0,1.75,0.12680334092634776,0.02603904692710371,1.5,1,3,4,0.18473451327433627,0.0,19,5,Vashon,WA 98070
850000.0,3.0,2.0,0.15945330296127563,0.007602600644572364,2.0,0,0,3,0.2323008849557522,0.0,61,6,Mercer Island,WA 98040
329350.0,2.0,1.0,0.026575550493545937,0.0056344194191397,1.0,0,0,3,0.03871681415929203,0.0,42,5,Seattle,WA 98117
303500.0,3.0,1.5,0.05239179954441913,0.009152555002887535,1.0,0,0,4,0.07632743362831859,0.0,73,0,Kirkland,WA 98034
880000.0,3.0,2.0,0.13363705391040243,0.03216434732390693,1.0,0,0,4,0.19469026548672566,0.0,89,0,Woodinville,WA 98072
324000.0,3.0,2.25,0.04768413059984814,0.0002477691462210548,2.0,0,0,3,0.047345132743362835,0.04149377593360996,107,0,Seattle,WA 98117
367500.0,3.0,1.5,0.07896735003796507,0.008391549768065725,1.0,0,0,3,0.1150442477876106,0.0,61,6,Shoreline,WA 98177
300000.0,4.0,2.5,0.17691723614274868,0.009478567037388924,1.0,0,0,4,0.1316371681415929,0.23651452282157676,66,0,Kent,WA 98030
482000.0,4.0,2.5,0.1776765375854214,0.032815439929953984,2.0,0,0,3,0.2588495575221239,0.0,89,0,Maple Valley,WA 98038
355000.0,3.0,2.5,0.13211845102505695,0.003166974049442054,2.0,0,0,4,0.19247787610619468,0.0,89,0,Kent,WA 98042
674600.0,4.0,2.5,0.170083523158694,0.004193446226643566,2.0,0,0,3,0.247787610619469,0.0,106,0,Seattle,WA 98103
350000.0,3.0,1.5,0.0463173880030372,0.006661823059296932,1.0,0,0,5,0.06747787610619468,0.0,69,0,Kirkland,WA 98034
440000.0,3.0,1.0,0.06378132118451024,0.0047616386296316995,1.5,0,0,4,0.09292035398230086,0.0,10,0,Seattle,WA 98136
882566.0,4.0,2.5,0.24221716021260442,0.004309879096108348,3.0,0,0,3,0.3528761061946903,0.0,114,0,Redmond,WA 98052
293000.0,3.0,2.25,0.11693242217160213,0.0026481491831069877,2.0,0,0,3,0.17035398230088494,0.0,109,0,Kent,WA 98031
680000.0,3.0,2.0,0.1070615034168565,0.004733694740960152,1.0,0,0,5,0.06747787610619468,0.16597510373443983,25,0,Seattle,WA 98103
487250.0,4.0,2.0,0.10022779043280183,0.002432981240336072,1.5,0,0,3,0.13053097345132741,0.029045643153526972,1,0,Seattle,WA 98103
620000.0,4.0,2.5,0.17539863325740318,0.007961213882523892,2.0,0,0,3,0.25553097345132747,0.0,89,0,Issaquah,WA 98029
387500.0,4.0,1.0,0.0721336370539104,0.003541422157640791,1.5,0,0,3,0.10508849557522124,0.0,29,0,Seattle,WA 98122
225000.0,3.0,1.0,0.09794988610478358,0.006121574544980346,1.0,0,0,3,0.08075221238938052,0.11618257261410789,63,6,Auburn,WA 98001
491950.0,3.0,2.25,0.13059984813971146,0.009403118537975746,1.0,0,0,3,0.11836283185840707,0.13485477178423236,58,6,Seattle,WA 98115
408000.0,3.0,2.25,0.1199696279422931,0.006131820637493247,1.0,0,0,4,0.1747787610619469,0.0,106,0,SeaTac,WA 98188
972000.0,4.0,1.75,0.12452543659832954,0.005273943255276738,1.0,0,2,5,0.13716814159292035,0.08298755186721991,37,0,Seattle,WA 98199
534333.333333,3.0,2.5,0.08276385725132879,0.0064596955979060715,2.0,0,0,3,0.12057522123893805,0.0,83,6,Bellevue,WA 98007
613000.0,4.0,2.0,0.08959757023538345,0.003890720766035135,1.5,0,0,3,0.13053097345132741,0.0,9,6,Seattle,WA 98103
560000.0,3.0,1.0,0.08124525436598329,0.004063041412843011,2.0,0,0,3,0.11836283185840707,0.0,10,6,Seattle,WA 98103
689900.0,4.0,3.25,0.17995444191343965,0.006173736470500568,2.0,0,0,3,0.18694690265486724,0.14107883817427386,103,0,Issaquah,WA 98027
413000.0,4.0,1.0,0.07896735003796507,0.0049945043685612625,1.0,0,0,3,0.048672566371681415,0.12448132780082988,25,6,Seattle,WA 98126
480000.0,4.0,1.75,0.1404707668944571,0.005460235846420388,2.0,0,3,4,0.20464601769911503,0.0,64,0,Burien,WA 98166
199500.0,3.0,1.0,0.04176157934700076,0.008545241155759236,1.0,0,0,4,0.06084070796460176,0.0,62,0,Auburn,WA 98001
455000.0,4.0,2.5,0.1958997722095672,0.0035991728608953224,2.0,0,0,3,0.2853982300884956,0.0,105,0,Renton,WA 98059
245000.0,3.0,2.0,0.062262718299164764,0.003198643789936474,1.5,0,0,5,0.09070796460176991,0.0,7,0,Seattle,WA 98118
465500.0,3.0,1.75,0.11541381928625663,0.005929693176102386,1.0,0,0,3,0.10176991150442477,0.12448132780082988,65,5,Seattle,WA 98118
500000.0,2.0,2.5,0.07137433561123765,0.0008029210678291326,2.0,0,0,3,0.08738938053097345,0.03112033195020747,106,0,Seattle,WA 98122
690000.0,4.0,2.5,0.17691723614274868,0.007611915274129548,2.0,0,0,3,0.25774336283185845,0.0,104,6,Redmond,WA 98052
325000.0,3.0,1.75,0.1070615034168565,0.011603234039382255,1.0,0,0,4,0.15597345132743362,0.0,83,0,Kent,WA 98042
452000.0,2.0,1.75,0.10402429764616553,0.004435626595130311,1.0,0,0,4,0.06858407079646017,0.15560165975103735,46,5,Seattle,WA 98115
1270000.0,4.0,3.0,0.39104024297646167,0.0071489781851375766,2.0,0,3,3,0.35398230088495575,0.4045643153526971,108,0,Bellevue,WA 98006
675000.0,3.0,2.25,0.12300683371298404,0.008962536559921012,2.0,0,0,4,0.17920353982300885,0.0,87,0,Redmond,WA 98052
1610000.0,4.0,3.5,0.30523917995444194,0.010210696920583469,2.0,0,3,3,0.2975663716814159,0.27593360995850624,90,6,Mercer Island,WA 98040
511555.0,3.0,2.0,0.07820804859529235,0.006198885970304961,1.0,0,0,4,0.11393805309734512,0.0,63,0,Bellevue,WA 98008
565000.0,4.0,2.5,0.14123006833712984,0.007438663164365954,1.0,0,0,4,0.11725663716814158,0.16597510373443983,69,0,Redmond,WA 98052
542000.0,4.0,1.75,0.11617312072892938,0.007090296018927327,1.0,0,0,4,0.06415929203539822,0.1970954356846473,55,6,Bellevue,WA 98006
580000.0,4.0,1.75,0.10250569476082005,0.005902680750386557,1.0,0,0,3,0.11615044247787609,0.06224066390041494,75,0,Redmond,WA 98052
305000.0,2.0,2.5,0.09263477600607442,0.0018796922446394305,2.0,0,0,3,0.09402654867256635,0.07676348547717843,109,0,Seattle,WA 98106
329900.0,3.0,2.5,0.14214123006833712,0.00405838409806442,2.0,0,0,3,0.2070796460176991,0.0,111,0,Auburn,WA 98092
357562.0,2.0,1.75,0.06378132118451024,0.000366996404552991,2.0,0,0,3,0.09292035398230086,0.0,114,0,Issaquah,WA 98029
453000.0,4.0,2.75,0.14654517843583903,0.03436632575122488,1.0,0,3,5,0.13053097345132741,0.15560165975103735,79,0,Vashon,WA 98070
562100.0,2.0,0.75,0.08124525436598329,0.002852139570409285,1.0,0,0,3,0.09181415929203537,0.04979253112033195,14,5,Seattle,WA 98107
600000.0,2.0,1.0,0.05087319665907366,0.0027589932748374596,1.0,0,0,4,0.07411504424778761,0.0,19,5,Seattle,WA 98112
500000.0,2.0,1.0,0.04403948367501898,0.0035973099349838854,1.0,0,2,3,0.053097345132743355,0.02074688796680498,26,6,Seattle,WA 98103
639000.0,4.0,2.0,0.11161731207289294,0.0044533243912889585,1.0,0,0,4,0.06084070796460176,0.1908713692946058,42,5,Seattle,WA 98199
1681000.0,5.0,5.25,0.33864844343204253,0.01683060414687308,2.0,0,1,5,0.3938053097345133,0.18672199170124482,52,5,Mercer Island,WA 98040
320000.0,3.0,1.75,0.1404707668944571,0.010253544216546508,1.0,0,0,3,0.0995575221238938,0.1970954356846473,50,6,Kenmore,WA 98028
455000.0,4.0,2.25,0.15793470007593013,0.018966448704335028,1.0,0,2,4,0.1415929203539823,0.16597510373443983,54,4,Burien,WA 98166
340000.0,5.0,1.0,0.056947608200455586,0.0078093854207418175,1.5,0,0,4,0.0829646017699115,0.0,62,0,Kirkland,WA 98034
740000.0,4.0,2.25,0.19362186788154898,0.04258369194657129,2.0,0,0,4,0.28207964601769914,0.0,98,0,Fall City,WA 98024
332000.0,3.0,2.0,0.08656036446469248,0.006749380577134447,1.0,0,0,3,0.1261061946902655,0.0,42,6,Burien,WA 98166
452500.0,3.0,2.5,0.15641609719058466,0.08177126995659383,1.0,0,0,4,0.1327433628318584,0.17842323651452283,85,0,North Bend,WA 98045
163785.714286,2.0,1.0,0.0296127562642369,0.0045287728907021365,1.5,0,0,3,0.04314159292035397,0.0,47,6,Seattle,WA 98168
905000.0,5.0,3.5,0.23766135155656798,0.008864732949570596,2.0,0,0,3,0.24336283185840704,0.19294605809128632,96,0,Bellevue,WA 98006
329950.0,3.0,2.5,0.11009870918754747,0.006936604631233816,2.0,0,0,3,0.16039823008849557,0.0,83,6,Renton,WA 98055
356000.0,4.0,2.0,0.12528473804100226,0.044761452337040555,1.5,0,0,3,0.1825221238938053,0.0,49,5,North Bend,WA 98045
965000.0,4.0,2.5,0.15869400151860288,0.004063041412843011,2.0,0,0,5,0.13827433628318583,0.17427385892116182,38,0,Seattle,WA 98112
230000.0,2.0,1.0,0.04403948367501898,0.006447586579481734,1.0,0,0,3,0.06415929203539822,0.0,58,6,Renton,WA 98058
339950.0,3.0,1.0,0.051632498101746395,0.004437489521041748,1.5,0,0,4,0.0752212389380531,0.0,6,5,Seattle,WA 98144
1381000.0,4.0,3.75,0.21184510250569477,0.008277911287468099,2.5,0,0,3,0.3086283185840708,0.0,97,0,Mercer Island,WA 98040
435000.0,3.0,1.75,0.1404707668944571,0.12315803200506716,1.0,0,0,3,0.081858407079646,0.23029045643153526,88,6,Issaquah,WA 98027
605000.0,3.0,2.5,0.170083523158694,0.0053717468656271534,2.0,0,0,3,0.247787610619469,0.0,101,0,Snoqualmie,WA 98065
550000.0,3.0,1.75,0.19286256643887623,0.03219322267553419,1.5,0,0,3,0.2809734513274336,0.0,79,6,Sammamish,WA 98075
800000.0,3.0,1.0,0.10098709187547456,0.00350416363941206,1.5,0,0,4,0.1471238938053097,0.0,6,5,Seattle,WA 98122
482500.0,3.0,2.25,0.08200455580865604,0.0007516906052646287,2.0,0,0,3,0.06747787610619468,0.0975103734439834,105,0,Seattle,WA 98122
850000.0,4.0,2.25,0.13363705391040243,0.010437042418823005,2.0,0,0,4,0.19469026548672566,0.0,72,0,Mercer Island,WA 98040
170000.0,4.0,1.0,0.11769172361427488,0.012247806404739284,1.0,0,0,4,0.09402654867256635,0.14522821576763484,66,0,SeaTac,WA 98188
427550.0,2.0,1.0,0.03872437357630979,0.0031315784571247602,1.0,0,0,3,0.05641592920353982,0.0,40,5,Seattle,WA 98117
174500.0,2.0,1.0,0.048595292331055424,0.004249334003986661,1.0,0,0,3,0.07079646017699115,0.0,55,6,Des Moines,WA 98198
165000.0,3.0,1.0,0.06302201974183752,0.011607891354160845,1.0,0,0,3,0.09181415929203537,0.0,43,6,Tukwila,WA 98168
445700.0,3.0,2.5,0.06833712984054671,0.0005048529219992921,3.0,0,0,3,0.0995575221238938,0.0,101,0,Seattle,WA 98107
450000.0,3.0,2.0,0.08656036446469248,0.03998025298533878,1.0,0,0,3,0.1261061946902655,0.0,54,6,Woodinville,WA 98077
265000.0,3.0,1.75,0.11161731207289294,0.006205406210994989,1.0,0,0,3,0.16261061946902652,0.0,66,4,Federal Way,WA 98023
90000.0,2.0,1.0,0.03189066059225513,0.0018647888373479386,1.0,0,0,3,0.04646017699115044,0.0,73,6,Kirkland,WA 98034
415000.0,4.0,1.5,0.11161731207289294,0.009993666051901117,1.5,0,0,4,0.16261061946902652,0.0,50,5,Shoreline,WA 98177
250600.0,4.0,2.5,0.1184510250569476,0.007472195830771811,1.0,0,0,3,0.0829646017699115,0.16804979253112032,81,6,Auburn,WA 98001
612500.0,4.0,2.0,0.12832194381169323,0.004063041412843011,1.0,0,0,3,0.07300884955752213,0.21369294605809128,49,6,Seattle,WA 98117
519900.0,4.0,2.0,0.11009870918754747,0.008114905270217404,1.0,0,0,4,0.16039823008849557,0.0,67,0,Redmond,WA 98052
770000.0,3.0,2.5,0.15641609719058466,0.04975968255742469,2.0,0,0,3,0.22787610619469026,0.0,87,6,Issaquah,WA 98027
218000.0,3.0,1.75,0.11237661351556569,0.006563087985990797,1.0,0,0,3,0.10508849557522124,0.10995850622406639,79,6,Federal Way,WA 98023
870300.0,4.0,2.5,0.15034168564920272,0.0023398349447642467,1.5,0,0,4,0.14601769911504422,0.13692946058091285,10,0,Seattle,WA 98103
285000.0,5.0,2.5,0.1442672741078208,0.005273943255276738,2.0,0,0,3,0.21017699115044244,0.0,95,0,Auburn,WA 98092
665000.0,3.0,2.0,0.11921032649962035,0.004826841036531977,1.5,0,0,5,0.08628318584070796,0.16390041493775934,44,0,Seattle,WA 98107
635700.0,4.0,2.5,0.21791951404707668,0.01242571582928147,1.0,0,0,3,0.1648230088495575,0.2863070539419087,77,6,Sammamish,WA 98074
835000.0,4.0,2.5,0.20197418375094914,0.02656998081186311,2.0,0,0,3,0.2942477876106195,0.0,98,6,Redmond,WA 98053
408200.0,3.0,2.5,0.10858010630220197,0.0047718847221446,2.0,0,0,4,0.1581858407079646,0.0,90,0,Seattle,WA 98106
219900.0,3.0,1.0,0.041002277904328026,0.0049945043685612625,1.0,0,0,2,0.059734513274336286,0.0,56,0,Seattle,WA 98146
282508.888889,3.0,1.0,0.06150341685649203,0.0040649043387544475,1.5,0,0,3,0.08960176991150443,0.0,46,0,Shoreline,WA 98155
450000.0,2.0,1.75,0.035687167805618834,0.0025168129063507143,1.0,0,0,3,0.036504424778761056,0.029045643153526972,12,5,Seattle,WA 98107
469000.0,2.0,1.0,0.05011389521640091,0.00350416363941206,1.0,0,0,3,0.07300884955752213,0.0,24,6,Seattle,WA 98117
1728000.0,4.0,3.0,0.2528473804100228,0.01856591963337618,1.0,0,0,4,0.163716814159292,0.3838174273858921,76,5,Bellevue,WA 98004
350000.0,7.0,3.0,0.1845102505694761,0.008318895657519702,1.0,0,2,3,0.11393805309734512,0.2904564315352697,63,6,Renton,WA 98056
725000.0,4.0,2.75,0.1556567957479119,0.009616423554835225,1.0,0,0,3,0.12831858407079644,0.1846473029045643,77,6,Bellevue,WA 98007
337000.0,3.0,2.25,0.08276385725132879,0.0002822332755826301,3.0,0,0,3,0.12057522123893805,0.0,106,0,Seattle,WA 98133
411000.0,4.0,2.75,0.1351556567957479,0.008641181840198216,1.0,0,0,5,0.09623893805309733,0.1887966804979253,76,0,Newcastle,WA 98056
588500.0,3.0,1.75,0.14882308276385725,0.013277072970807952,1.0,0,0,3,0.17699115044247787,0.07468879668049792,80,0,Sammamish,WA 98074
